no_of_dependents,graduated,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_approved
4,True,False,3500000,8900000,20,809,7100000,1500000,13700000,3200000,True
4,False,False,2400000,6600000,2,722,6100000,3300000,5600000,3000000,True
5,True,False,9900000,35700000,10,392,7900000,4300000,39200000,13000000,False
0,True,False,3900000,14500000,8,545,5900000,3000000,10300000,3400000,False
2,False,True,7300000,28500000,10,799,21500000,3100000,15800000,4300000,True
0,True,True,6400000,21900000,12,727,15400000,10100000,24000000,5300000,True
4,True,False,7100000,19800000,18,530,7100000,3400000,20900000,7100000,False
2,False,False,8800000,19000000,14,637,13700000,13900000,27100000,6100000,True
5,True,False,7400000,21000000,4,561,21300000,3800000,26400000,3900000,True
2,False,False,4400000,12000000,20,421,9300000,2700000,15700000,3400000,False
3,True,True,8600000,30300000,14,459,12000000,4100000,23800000,9100000,False
3,False,False,6900000,26000000,14,828,14800000,4200000,18500000,3600000,True
4,True,False,9600000,27500000,20,679,23400000,7500000,37800000,6300000,True
2,True,True,8100000,25700000,8,455,22300000,11500000,19800000,9500000,False
0,False,False,2600000,9400000,18,879,2800000,1400000,5100000,2300000,True
3,True,True,9300000,26100000,14,636,4700000,16100000,34500000,11600000,True
2,False,True,2100000,5600000,16,426,400000,300000,7100000,1200000,False
4,False,True,9000000,21500000,14,508,16600000,17300000,24300000,13100000,False
3,False,True,7000000,19200000,4,768,8600000,13700000,19200000,7700000,True
3,False,False,2200000,6400000,20,667,6300000,3900000,8300000,2900000,True
5,True,True,7500000,28200000,2,440,8200000,5800000,24400000,6000000,True
1,True,True,8300000,16800000,2,366,22000000,6600000,27300000,4500000,False
2,False,False,300000,600000,2,383,600000,300000,1100000,400000,False
0,False,True,300000,800000,4,603,800000,200000,600000,200000,True
3,True,False,3900000,14900000,4,728,4700000,4000000,14900000,5500000,True
0,False,False,6600000,20300000,6,549,10800000,900000,23100000,9800000,False
0,True,False,4100000,10700000,8,855,11500000,700000,11200000,3100000,True
5,True,True,1800000,5300000,12,461,2800000,2000000,4700000,2000000,False
3,False,True,7000000,16100000,16,379,2000000,5200000,23000000,10000000,False
2,False,True,5100000,13700000,6,559,7800000,9800000,12700000,5100000,True
1,False,True,300000,600000,8,816,600000,300000,1100000,200000,True
4,False,True,4300000,11400000,2,560,10000000,3900000,8900000,3300000,True
0,True,True,3200000,12000000,14,645,5200000,1400000,12100000,3400000,True
4,False,True,4200000,11500000,6,551,10600000,7600000,11300000,5000000,True
0,False,True,9600000,22900000,8,515,4300000,14700000,33300000,7800000,False
4,True,False,1300000,3600000,10,657,3200000,1900000,2900000,1100000,True
3,False,False,2400000,9300000,2,682,3100000,4400000,5200000,1500000,True
0,True,False,600000,1600000,10,588,1600000,100000,1100000,300000,True
5,True,True,9600000,38000000,10,359,2100000,13600000,38200000,9400000,False
0,True,False,400000,1200000,4,766,900000,300000,1200000,300000,True
4,True,False,5900000,19900000,14,469,14200000,6800000,22100000,3200000,False
0,True,True,700000,1400000,10,618,1300000,200000,1700000,500000,True
0,False,True,8600000,17700000,20,711,22000000,0,30800000,7400000,True
0,True,True,9000000,34000000,4,549,2000000,8900000,20000000,12400000,True
3,True,True,5100000,20400000,6,754,1700000,2600000,11800000,7600000,True
4,False,True,500000,1500000,6,461,1300000,500000,1700000,200000,False
2,True,False,1600000,3800000,10,837,3800000,1100000,5500000,1600000,True
0,True,True,9800000,23900000,14,459,1000000,13400000,21100000,7200000,False
4,True,False,7800000,29700000,20,614,22000000,700000,26800000,6300000,True
4,False,False,6500000,24000000,16,373,5600000,5100000,15600000,6700000,False
5,True,True,7500000,26500000,12,512,16500000,2900000,23700000,6000000,False
4,True,True,8900000,23400000,18,781,16500000,3100000,24900000,5800000,True
4,True,True,1800000,5800000,14,305,600000,3300000,3600000,2000000,False
1,False,True,7600000,27800000,6,447,1300000,700000,20100000,10900000,False
4,True,True,1200000,4600000,6,757,1900000,200000,4800000,1500000,True
5,True,True,2700000,10400000,2,723,2800000,700000,10300000,1400000,True
1,False,True,4600000,10900000,12,463,1200000,1200000,10900000,6600000,False
2,False,False,6900000,18700000,10,699,12800000,5700000,21200000,5200000,True
4,True,True,8400000,25200000,2,308,8100000,9300000,27700000,10500000,True
0,True,False,300000,500000,18,702,300000,400000,1200000,100000,True
2,False,True,9500000,37500000,4,456,10200000,16800000,34100000,12900000,True
3,True,True,1900000,5900000,8,651,700000,2100000,6200000,1500000,True
3,False,False,4200000,14500000,20,840,4500000,5900000,8900000,4600000,True
4,True,True,2200000,7900000,18,848,5100000,1700000,8500000,1600000,True
5,True,True,7100000,19700000,4,727,7700000,12900000,23600000,5800000,True
4,True,False,3500000,11600000,10,335,6300000,5200000,10300000,2300000,False
5,False,False,400000,800000,18,304,900000,500000,1400000,400000,False
2,True,True,8800000,34400000,2,712,10500000,12500000,29300000,5900000,True
0,False,False,1800000,6600000,10,737,5000000,2000000,6000000,1500000,True
1,True,True,7600000,29300000,14,690,13900000,4000000,30000000,9100000,True
1,True,True,1000000,3200000,4,888,2000000,1500000,2200000,1300000,True
2,False,True,8200000,27200000,10,839,9200000,6400000,25500000,6000000,True
5,False,True,3600000,12400000,8,333,8800000,1000000,10700000,4000000,False
5,True,False,9400000,23700000,18,862,21500000,3500000,22400000,5600000,True
5,False,False,2600000,9100000,4,309,6400000,1400000,5900000,3400000,True
5,False,False,9500000,30700000,10,823,16300000,3700000,30300000,13100000,True
0,True,True,3500000,11700000,14,649,2700000,700000,11400000,4800000,True
5,False,True,9800000,35700000,10,726,9400000,18900000,31200000,12000000,True
4,True,False,800000,3100000,18,712,400000,700000,1900000,1100000,True
0,False,False,9700000,37300000,20,701,12100000,16200000,24100000,10500000,True
3,True,False,6200000,21300000,12,655,6500000,11600000,19200000,5000000,True
1,False,True,4400000,16600000,18,385,800000,5300000,13400000,5100000,False
2,True,False,1800000,3800000,4,777,5100000,2700000,4600000,1400000,True
3,True,False,1700000,5300000,14,696,300000,700000,4500000,800000,True
3,True,False,3900000,14100000,16,496,2500000,2200000,13700000,2900000,False
2,True,True,2200000,7900000,6,659,3400000,1800000,8600000,2400000,True
3,False,True,6300000,17700000,2,542,16800000,900000,16400000,5300000,False
2,False,False,2200000,8700000,18,729,3900000,3300000,7600000,1300000,True
1,True,False,8100000,28400000,6,744,20300000,10500000,21800000,7700000,True
4,False,False,6800000,17000000,2,749,18000000,3800000,27100000,9400000,True
0,True,False,4700000,14800000,20,755,12300000,5000000,15400000,3700000,True
3,True,True,2200000,5300000,2,506,1600000,1700000,5800000,2800000,False
3,True,True,3500000,13000000,6,391,6100000,3500000,13300000,4300000,False
1,False,True,3500000,11600000,10,898,3100000,2700000,9000000,4500000,True
5,False,False,500000,1500000,12,527,100000,600000,1100000,200000,False
5,False,False,9900000,35800000,20,470,9500000,18400000,39100000,14700000,False
1,True,False,8400000,25000000,12,694,5300000,14900000,23000000,7700000,True
1,True,False,5000000,18800000,14,325,13100000,5700000,12800000,4300000,False
4,False,True,5500000,13400000,10,880,300000,800000,19900000,2800000,True
5,True,True,3000000,11900000,14,459,6000000,4800000,11700000,4200000,False
3,False,True,9400000,21400000,10,323,5100000,15500000,29600000,11300000,False
4,True,False,7600000,29000000,8,739,22100000,8100000,22100000,8800000,True
0,False,True,5500000,16300000,10,724,11900000,1500000,11900000,6200000,True
1,True,False,3100000,7400000,18,487,8400000,1200000,9200000,4500000,False
3,True,False,7700000,27700000,4,439,13900000,7500000,27100000,6200000,True
2,True,False,9800000,25400000,2,655,19900000,4600000,21300000,7900000,True
3,False,False,3200000,9200000,14,443,3300000,1100000,7200000,4500000,False
2,True,False,700000,2600000,20,489,100000,200000,2400000,900000,False
4,False,True,3100000,8600000,14,427,3100000,3800000,9900000,3700000,False
0,True,True,4500000,10500000,20,417,9800000,2000000,9600000,5800000,False
5,False,True,8900000,24800000,18,842,16200000,5000000,20000000,8100000,True
3,False,False,5900000,23200000,2,307,15500000,10000000,21100000,6300000,True
2,False,False,1500000,4500000,18,428,4500000,1200000,5600000,1100000,False
4,False,True,6300000,15200000,16,415,15500000,1800000,20700000,7900000,False
3,False,True,6500000,18200000,20,405,10400000,2800000,21300000,6700000,False
4,True,False,8000000,31500000,18,683,10300000,7900000,30100000,9600000,True
1,True,True,3300000,10600000,14,742,300000,600000,8400000,4500000,True
4,False,False,3900000,10000000,10,530,10900000,200000,12300000,1900000,False
3,True,False,1600000,3500000,10,844,4500000,2200000,5200000,1600000,True
2,False,True,3900000,13900000,18,715,5000000,5600000,9900000,2100000,True
3,True,True,8000000,26300000,12,476,21700000,6600000,16400000,9000000,False
2,True,False,2200000,4800000,6,721,1800000,100000,6900000,2200000,True
4,False,False,7600000,30300000,12,339,20400000,8000000,22200000,5800000,False
5,False,True,2700000,6800000,6,461,4500000,2000000,8200000,1700000,False
2,True,True,6300000,23200000,12,556,7000000,8300000,24200000,5300000,True
3,False,False,7700000,18700000,8,483,15100000,5600000,24600000,10200000,False
2,True,False,4500000,17200000,18,406,4100000,6300000,13800000,3300000,False
2,True,True,9400000,24800000,14,513,24200000,18200000,37200000,7500000,False
0,False,False,4600000,12600000,16,574,3400000,6200000,15100000,3600000,True
0,True,True,5200000,15700000,6,692,3800000,7000000,12800000,5500000,True
5,True,True,8000000,29800000,18,867,17700000,14100000,22800000,9200000,True
1,False,True,9900000,38500000,2,875,19600000,2900000,20200000,6500000,True
4,True,True,8500000,18600000,10,597,16600000,3200000,21000000,11600000,True
2,True,True,4900000,12000000,20,513,14200000,8100000,18300000,4800000,False
3,True,True,7000000,24200000,2,354,18200000,7000000,15900000,7900000,True
2,False,False,9600000,25900000,18,647,11800000,9900000,35600000,11500000,True
1,True,False,9700000,23700000,6,875,11500000,14400000,38100000,10400000,True
1,True,False,6200000,14300000,20,819,7500000,11700000,16700000,4300000,True
4,False,True,4100000,9600000,10,521,11900000,7100000,14100000,4900000,False
0,True,True,6100000,19900000,20,761,4500000,3700000,12700000,7100000,True
0,True,False,700000,1900000,18,572,1400000,1000000,2000000,300000,True
3,True,False,6400000,24100000,12,571,19000000,11500000,13200000,7500000,True
4,True,True,3800000,7800000,20,891,4600000,7000000,14300000,3300000,True
1,False,False,4900000,14800000,12,895,8600000,8200000,18300000,5200000,True
2,True,False,2100000,6600000,20,580,3800000,4100000,6200000,2100000,True
2,True,False,6200000,23400000,8,605,10000000,10800000,21800000,9200000,True
4,False,False,1600000,5100000,8,705,2400000,800000,5100000,1900000,True
1,False,True,1300000,5000000,20,423,900000,800000,3900000,1600000,False
5,False,True,7300000,22500000,2,846,9800000,4700000,20300000,5700000,True
2,False,False,2100000,5000000,4,542,700000,600000,6600000,3100000,False
5,False,False,600000,2400000,18,631,600000,300000,2100000,900000,True
4,True,False,7000000,24500000,18,318,4300000,1700000,16300000,3600000,False
1,False,True,3000000,6800000,10,541,5800000,5700000,10700000,2900000,False
1,True,False,900000,2900000,20,782,0,1500000,3500000,800000,True
2,True,False,9600000,35000000,2,888,12600000,6500000,37900000,5800000,True
0,True,False,1500000,3600000,14,747,200000,1400000,3000000,1200000,True
0,True,True,5000000,18900000,6,641,4300000,8500000,19600000,6700000,True
3,True,True,500000,1700000,4,640,400000,700000,1300000,200000,True
4,False,False,7600000,28100000,12,324,12500000,8500000,19900000,11100000,False
4,True,False,5500000,21200000,20,359,4200000,5300000,18600000,6400000,False
0,False,True,6600000,23300000,12,338,2400000,800000,18900000,9300000,False
0,True,False,1400000,3200000,14,384,3100000,800000,3400000,2000000,False
5,False,True,8800000,26600000,16,545,19100000,16600000,30400000,7600000,False
5,False,False,6200000,24200000,18,610,10200000,7800000,19600000,8300000,True
2,True,True,8300000,27900000,18,840,12600000,3500000,19100000,9200000,True
3,False,False,2400000,8100000,6,630,5100000,2900000,9100000,2300000,True
1,True,False,9100000,31200000,4,508,12800000,11700000,31100000,7800000,True
0,False,True,9500000,34900000,4,535,800000,14100000,25600000,14000000,True
1,True,False,1200000,3400000,20,717,3100000,1500000,2500000,900000,True
2,True,True,7700000,19300000,8,735,1200000,1900000,23800000,10400000,True
5,True,True,7800000,22000000,20,528,5800000,8800000,24700000,4900000,False
0,True,True,9400000,20000000,4,350,3300000,1400000,37200000,4700000,False
0,False,False,1700000,5700000,12,422,3400000,1100000,6500000,900000,False
5,True,False,4000000,13700000,6,496,-100000,1400000,15800000,3700000,False
4,False,False,4200000,15500000,18,794,7300000,700000,13400000,2200000,True
2,True,False,2400000,7700000,6,719,6000000,1700000,6700000,1600000,True
3,False,True,2700000,6100000,14,630,3900000,2800000,10600000,2300000,True
3,False,True,600000,1800000,4,843,1400000,300000,1700000,400000,True
2,True,False,4600000,15600000,2,764,7700000,1500000,16000000,5800000,True
3,True,False,7200000,17700000,4,662,13100000,11500000,16300000,5300000,True
0,False,False,4700000,15500000,16,311,12800000,200000,17500000,2700000,False
4,False,False,4300000,10100000,2,606,9900000,1800000,8900000,5500000,True
5,True,False,4700000,10200000,16,874,10800000,7700000,11100000,7000000,True
4,False,True,8700000,30000000,4,370,17600000,15600000,34600000,12100000,True
1,True,False,7000000,20500000,10,414,19700000,7500000,20700000,5100000,False
2,False,False,600000,1100000,10,800,1200000,200000,2300000,900000,True
1,False,False,6800000,16900000,12,779,13800000,10200000,23400000,4400000,True
1,False,False,6400000,14100000,20,553,11700000,4500000,20000000,3600000,True
4,False,False,7600000,29900000,18,445,4800000,13900000,18400000,5700000,False
3,False,False,9000000,21400000,8,496,16400000,7300000,31800000,12500000,False
0,True,True,2400000,5900000,10,650,5100000,3700000,5300000,2300000,True
3,False,False,6800000,17900000,6,783,20000000,9800000,23600000,5500000,True
5,True,True,3500000,13500000,10,535,3100000,5700000,12500000,3100000,False
4,True,True,8900000,34000000,20,415,13500000,3100000,33600000,12800000,False
0,False,False,6000000,15300000,8,709,8900000,1700000,16400000,3500000,True
3,False,False,700000,2500000,14,819,1600000,1000000,2100000,900000,True
0,False,True,6800000,17300000,18,841,10500000,8600000,16000000,8700000,True
4,False,True,5300000,10700000,12,700,15800000,1900000,20500000,2900000,True
1,True,True,1400000,4200000,4,881,2800000,1200000,5100000,1300000,True
2,True,True,1400000,4600000,4,804,1900000,2200000,5200000,700000,True
4,False,False,9200000,21700000,6,653,22700000,4600000,29400000,8600000,True
1,True,True,7900000,29200000,2,663,19600000,12100000,28600000,10100000,True
0,False,False,4500000,17500000,10,495,10300000,3500000,9700000,6200000,False
1,False,False,3800000,9800000,8,335,100000,5100000,14200000,1800000,False
5,True,True,1500000,4900000,6,618,3400000,1000000,3200000,900000,True
3,False,False,1200000,2400000,12,480,3000000,100000,3100000,1700000,False
4,False,False,1700000,4900000,18,843,4800000,2200000,6200000,1800000,True
4,True,False,5200000,14100000,16,483,11800000,800000,19200000,2700000,False
1,False,False,1600000,5100000,12,548,2200000,2700000,3600000,800000,False
4,True,True,6600000,16000000,16,379,6500000,12600000,24700000,4500000,False
5,False,True,9400000,26600000,20,771,10200000,12600000,36900000,11700000,True
4,True,True,300000,500000,2,353,600000,100000,1200000,400000,False
5,False,False,4600000,11500000,16,668,6500000,3100000,10200000,5500000,True
3,False,True,6100000,21300000,2,387,7100000,3100000,16300000,4100000,True
0,False,True,1500000,4100000,12,789,3600000,1600000,5800000,1300000,True
0,True,True,400000,900000,2,855,-100000,500000,1300000,400000,True
0,False,False,8700000,33600000,14,751,7100000,13700000,22800000,7000000,True
3,False,False,7000000,21600000,12,739,1600000,7600000,24500000,8400000,True
4,True,False,4700000,13100000,14,492,1000000,4500000,14100000,6400000,False
4,False,True,7600000,23800000,16,896,3700000,4500000,15400000,6400000,True
1,False,True,9200000,24500000,4,545,25700000,0,20600000,13300000,False
5,False,False,9400000,36800000,20,891,13900000,16600000,19300000,8900000,True
0,True,False,4800000,15100000,6,848,1300000,300000,18800000,3500000,True
3,False,True,600000,2400000,12,884,600000,800000,1400000,600000,True
3,True,True,4900000,14300000,14,439,10300000,5600000,17400000,5100000,False
3,True,True,3300000,8500000,12,586,7500000,5100000,7800000,3900000,True
3,True,True,9100000,18800000,20,308,14500000,10200000,20500000,4800000,False
5,True,False,6100000,23500000,16,300,300000,700000,22800000,4800000,False
3,True,True,8400000,19600000,2,741,21500000,200000,18700000,8300000,True
4,True,False,7900000,31400000,8,698,16500000,11400000,28700000,5100000,True
2,False,True,6100000,22300000,10,733,12100000,9700000,17200000,5600000,True
3,False,True,2000000,4200000,16,571,1700000,3900000,5800000,1300000,True
3,True,True,9900000,29900000,20,490,10500000,9100000,27100000,7400000,False
2,False,False,9500000,25400000,16,451,19000000,2900000,33800000,11400000,False
4,True,True,1900000,6800000,6,559,3600000,2200000,6200000,1200000,True
4,True,True,6900000,21400000,10,577,12500000,2200000,14900000,6300000,True
2,False,True,1500000,5000000,4,613,4400000,1300000,5200000,2100000,True
4,False,False,1900000,3800000,20,785,1000000,600000,6100000,1500000,True
0,True,True,2300000,6000000,8,690,5500000,2900000,6000000,2000000,True
2,False,False,7800000,17100000,14,351,19000000,7200000,19300000,7100000,False
4,False,False,400000,1000000,10,447,0,300000,900000,300000,False
0,True,True,9400000,19200000,20,708,21200000,16300000,23400000,13200000,True
2,True,False,9100000,21700000,12,549,25500000,11000000,34700000,12200000,False
1,True,True,9000000,18800000,8,797,4100000,9400000,22900000,7500000,True
4,False,False,7100000,14300000,14,537,13700000,10400000,18200000,6100000,False
3,True,False,800000,2500000,12,828,1700000,0,1500000,700000,True
0,True,True,4500000,9600000,14,471,3200000,7700000,11000000,3600000,False
5,True,False,8500000,25400000,4,336,8500000,1200000,30600000,9000000,False
3,False,True,2500000,9800000,16,424,4700000,3200000,5800000,1300000,False
2,True,False,1500000,3300000,18,440,800000,2300000,3000000,1800000,False
0,False,False,6200000,17300000,8,583,3700000,3900000,13600000,3300000,True
1,False,True,1300000,2900000,6,480,2900000,300000,2900000,1400000,False
5,False,False,6600000,25800000,10,670,4600000,7200000,20600000,8500000,True
0,True,True,5300000,13700000,6,329,8800000,7600000,11200000,2800000,False
5,False,False,1400000,3000000,6,754,3500000,2700000,5300000,1400000,True
2,False,True,2900000,7800000,18,588,400000,100000,11600000,4200000,True
3,False,False,6500000,16500000,4,551,5300000,800000,18500000,7600000,True
3,True,False,8300000,18900000,4,316,20200000,9700000,21300000,8200000,False
2,False,True,8900000,32200000,12,382,0,11300000,20500000,5400000,False
3,True,False,5300000,15000000,6,717,7000000,4100000,17100000,5300000,True
0,True,False,2800000,7300000,6,676,3500000,2200000,5700000,3200000,True
1,False,False,8000000,27800000,6,667,6000000,12600000,22500000,9900000,True
3,False,False,3900000,10500000,20,821,1600000,6300000,11000000,3900000,True
0,True,False,6200000,20100000,20,345,9300000,5900000,17400000,4100000,False
3,False,True,5900000,19200000,10,442,9500000,500000,18300000,4700000,False
1,True,True,6000000,23300000,12,672,2000000,11300000,19600000,6400000,True
3,False,True,9100000,29300000,2,508,19000000,5100000,31600000,11900000,True
5,True,True,3400000,12300000,10,615,7000000,1600000,11400000,3500000,True
1,True,True,1800000,4400000,8,689,3200000,2500000,3800000,1600000,True
1,True,False,300000,1200000,18,747,100000,0,700000,200000,False
1,True,True,9000000,22800000,10,412,0,15600000,32000000,4700000,False
1,True,False,6400000,16900000,2,703,6300000,7300000,15900000,7400000,True
5,False,False,5800000,22200000,16,884,1200000,4800000,19500000,8500000,True
5,True,True,2600000,8600000,18,651,1000000,100000,7800000,2600000,True
4,False,False,6600000,17300000,14,793,16700000,1400000,17500000,3900000,True
2,False,False,6100000,21800000,4,407,9800000,100000,20200000,5800000,True
2,False,False,4100000,11100000,8,390,800000,3100000,10100000,3400000,False
3,False,True,300000,1000000,12,469,600000,400000,700000,300000,False
4,True,False,4700000,10400000,6,373,6800000,8600000,14300000,5400000,False
4,True,True,1500000,5800000,2,304,2400000,1600000,3300000,1400000,True
5,False,False,2700000,8300000,8,833,4600000,1300000,6800000,3300000,True
2,True,False,6900000,20900000,2,302,18700000,10700000,26900000,9200000,True
0,True,False,7600000,28700000,6,397,11000000,13200000,24600000,3800000,False
1,True,False,4100000,10000000,6,891,4900000,300000,12600000,3600000,True
3,False,False,4100000,12200000,2,457,700000,500000,14100000,4900000,False
4,False,False,1600000,3200000,16,657,200000,100000,5700000,1200000,True
2,False,True,400000,1400000,2,480,200000,700000,1600000,200000,True
5,True,True,4400000,17300000,20,840,3600000,5100000,12900000,2300000,True
2,False,True,3800000,8000000,12,866,6000000,600000,8400000,1900000,True
0,False,False,4300000,17000000,8,619,4100000,6600000,17100000,3900000,True
1,True,True,9000000,33500000,2,748,7900000,9800000,25700000,11500000,True
3,False,True,9500000,25500000,12,881,27000000,14100000,21600000,8900000,True
2,True,True,6900000,13900000,8,829,14300000,8100000,22400000,4600000,True
3,False,False,4300000,11100000,6,312,4800000,3800000,10100000,3300000,False
3,False,False,6600000,21400000,10,467,15200000,6000000,20300000,5200000,False
1,True,True,5200000,14300000,18,650,5400000,2300000,17600000,3600000,True
3,True,True,400000,1100000,6,711,100000,300000,1400000,100000,True
4,False,False,1300000,4100000,18,886,2800000,500000,3800000,600000,True
5,False,False,9700000,28400000,4,494,5300000,12000000,24400000,10000000,False
2,True,True,5400000,10900000,14,741,1300000,6000000,20400000,5600000,True
4,False,False,1200000,3300000,12,876,400000,100000,3800000,1000000,True
0,True,True,7000000,26400000,14,610,14300000,0,13900000,5300000,True
5,True,False,7600000,26000000,6,778,12900000,2400000,25500000,10900000,True
5,True,True,700000,1800000,14,571,200000,400000,1900000,400000,True
3,True,True,7500000,25100000,18,554,12500000,7900000,28500000,4700000,True
0,False,True,2300000,6200000,8,712,6800000,1700000,8800000,1500000,True
5,False,True,5600000,11500000,4,695,9500000,7100000,11700000,7800000,True
0,False,True,5400000,10900000,20,366,3700000,500000,21000000,4800000,False
1,False,True,1800000,5500000,10,426,5000000,1500000,5900000,1600000,False
0,False,False,2900000,6900000,10,320,5100000,500000,7700000,1500000,False
3,False,True,1400000,4600000,8,543,1500000,1200000,2700000,2000000,False
2,True,False,2800000,11000000,16,525,8200000,1800000,5800000,2400000,False
0,False,True,3300000,13100000,12,812,4800000,4900000,7500000,4300000,True
0,False,False,7000000,25300000,14,697,15100000,10400000,14300000,6700000,True
1,False,False,3900000,15100000,12,527,10600000,5100000,11100000,3800000,False
1,False,False,5700000,17200000,4,512,4300000,7000000,21400000,3000000,True
0,True,False,4100000,9200000,4,671,3400000,6300000,10400000,4900000,True
1,True,True,2200000,8700000,20,539,1000000,4000000,8200000,2600000,False
5,False,False,2200000,7200000,10,532,2700000,300000,7500000,1600000,False
3,False,True,2500000,7700000,16,485,2000000,3600000,5600000,3200000,False
0,False,True,900000,2100000,6,521,100000,1700000,2100000,700000,False
1,False,False,2900000,7400000,10,874,400000,1200000,10100000,3300000,True
2,False,False,9800000,22900000,10,788,1300000,10300000,27200000,14000000,True
2,False,False,5200000,14800000,12,659,11500000,5200000,18100000,4100000,True
1,True,True,8600000,19600000,16,498,14800000,3000000,21000000,5300000,False
2,True,True,4800000,13200000,20,310,11800000,4600000,12900000,4200000,False
0,True,False,2000000,4700000,6,785,2900000,1800000,6700000,1700000,True
0,True,False,3600000,8700000,10,309,6300000,1000000,8600000,3300000,False
3,False,True,5300000,19600000,2,433,14700000,9900000,10800000,3000000,True
1,False,True,400000,1300000,18,801,100000,0,1500000,600000,True
3,True,True,6500000,22400000,6,488,16800000,11700000,21700000,6800000,False
0,False,True,2300000,6000000,16,756,2900000,2100000,7500000,1200000,True
3,True,False,1000000,2800000,4,757,2500000,100000,3800000,900000,True
5,False,False,3200000,10100000,6,828,8500000,6000000,8700000,3000000,True
3,True,True,3400000,7200000,12,733,4800000,2700000,8100000,2200000,True
0,False,False,9600000,38200000,8,421,1600000,14100000,33600000,13800000,False
3,False,False,5300000,20300000,4,872,4300000,7300000,18400000,7600000,True
3,True,False,4700000,17400000,10,393,12400000,5300000,18700000,5300000,False
3,True,False,9700000,37800000,12,700,13400000,6100000,25800000,11900000,True
5,True,False,8800000,21600000,18,613,15400000,12100000,30000000,8400000,True
5,True,False,5900000,13400000,6,455,3200000,11200000,21600000,6900000,False
4,True,True,2400000,7100000,16,871,7000000,300000,8500000,3500000,True
4,True,True,7900000,21500000,16,497,2200000,5200000,23100000,7700000,False
0,True,False,1400000,2700000,2,649,2600000,1000000,5500000,1100000,True
0,True,True,3500000,10000000,14,709,5300000,1800000,9200000,5000000,True
4,True,False,3400000,13500000,12,705,10000000,1100000,8300000,4900000,True
2,True,False,6100000,23600000,2,476,4600000,2900000,22500000,3800000,True
2,False,True,3000000,7100000,4,819,5400000,4800000,6000000,2100000,True
5,False,True,3400000,9400000,16,535,3100000,5600000,12900000,3200000,False
0,True,True,400000,1200000,14,889,1100000,200000,700000,200000,True
0,True,False,5900000,11800000,12,468,9100000,10000000,17500000,6200000,False
5,True,True,400000,800000,2,759,100000,500000,1300000,300000,True
3,True,True,9000000,33600000,2,426,21600000,16200000,20700000,11900000,True
0,True,True,8800000,23600000,8,712,400000,11300000,19300000,11100000,True
4,True,True,2000000,4700000,2,615,500000,100000,6700000,3000000,True
2,True,False,4700000,14000000,12,784,13400000,2700000,14800000,6900000,True
4,False,False,2700000,6100000,16,677,100000,3300000,6500000,3800000,True
1,False,False,2600000,7900000,12,306,2000000,2400000,7600000,3300000,False
1,False,True,9000000,25400000,16,655,22000000,8800000,29100000,7200000,True
4,False,False,5100000,19400000,8,755,2200000,300000,14900000,5300000,True
2,True,False,6600000,25800000,18,598,3800000,3100000,16400000,5900000,True
2,True,False,4400000,9800000,18,712,5400000,200000,8800000,6400000,True
4,False,True,1500000,4600000,6,524,3700000,2000000,5000000,1400000,False
1,False,False,6200000,23100000,16,838,9100000,1400000,23500000,7000000,True
4,True,True,900000,2900000,6,560,1500000,900000,3100000,900000,True
3,False,False,7700000,26400000,12,759,3400000,2900000,21900000,10800000,True
2,True,True,600000,2400000,6,454,100000,600000,2300000,300000,False
4,False,False,4300000,16500000,4,539,10600000,6100000,9300000,2100000,True
2,False,True,8200000,27800000,16,827,11500000,8700000,26000000,10700000,True
0,False,False,3500000,11900000,12,686,4400000,4800000,10100000,2500000,True
1,True,True,9900000,34100000,14,371,24400000,7100000,29300000,6200000,False
5,True,False,700000,1900000,4,784,500000,1000000,2100000,600000,True
1,True,True,2100000,7300000,16,826,1600000,3500000,7700000,1400000,True
2,False,False,3200000,10500000,12,502,4300000,1500000,10000000,4500000,False
0,True,False,2900000,7800000,8,367,700000,3700000,7700000,3600000,False
0,False,False,7000000,18300000,6,541,6300000,6400000,20800000,8300000,False
1,True,False,3700000,13600000,16,608,400000,2200000,13400000,2800000,True
3,False,True,4500000,13100000,12,570,10500000,2000000,10100000,5800000,True
3,True,False,200000,800000,18,752,200000,200000,300000,200000,True
5,False,True,5600000,20500000,8,873,5500000,9500000,19400000,7800000,True
5,True,False,5400000,18600000,2,538,7700000,2700000,18800000,4000000,True
4,False,False,300000,1000000,10,819,700000,300000,900000,200000,True
1,True,True,7500000,29800000,18,770,1400000,5200000,28000000,8700000,True
5,False,True,2500000,9600000,6,345,1900000,1900000,6800000,2600000,False
4,True,True,3100000,8100000,12,730,6300000,4500000,9000000,4500000,True
1,True,True,7600000,19300000,20,835,5800000,2300000,22000000,8200000,True
3,False,True,500000,1700000,2,811,500000,500000,1400000,200000,True
2,False,False,2700000,5900000,14,662,3200000,1600000,7300000,3800000,True
2,False,True,3500000,13300000,4,420,6400000,1700000,8000000,2300000,True
5,False,False,3700000,11700000,4,413,8400000,5500000,12000000,2700000,True
2,False,True,5600000,20000000,10,367,13700000,5000000,19100000,6000000,False
5,False,True,4800000,16400000,14,390,8400000,2400000,9500000,4000000,False
4,False,True,5200000,12200000,2,602,10300000,800000,20500000,7700000,True
